2019-01-21 11:19:08	385.70	385.70
2019-01-21 11:19:09	385.70	385.70
2019-01-21 11:19:10	385.70	385.70
2019-01-21 11:19:18	385.60	385.60
2019-01-21 11:19:19	385.60	385.60
2019-01-21 11:19:20	385.60	385.60
2019-01-21 11:19:24	385.60	385.60
2019-01-21 11:19:25	385.60	385.60
2019-01-21 11:19:30	385.60	385.60
2019-01-21 11:19:35	385.60	385.60
2019-01-21 11:19:40	385.50	385.50
2019-01-21 11:19:46	385.50	385.50
2019-01-21 11:19:47	385.50	385.50
2019-01-21 11:19:48	385.50	385.50
2019-01-21 11:19:49	385.50	385.50
2019-01-21 11:19:50	385.50	385.50
2019-01-21 11:19:59	385.50	385.50
2019-01-21 11:20:00	385.50	385.50
2019-01-21 11:20:05	385.50	385.50
2019-01-21 11:20:11	385.40	385.40
2019-01-21 11:20:12	385.40	385.40
2019-01-21 11:20:13	385.40	385.40
2019-01-21 11:20:14	385.40	385.40
2019-01-21 11:20:15	385.40	385.40
2019-01-21 11:20:20	385.40	385.40
2019-01-21 11:20:26	385.40	385.40
2019-01-21 11:20:27	385.40	385.40
2019-01-21 11:20:28	385.40	385.40
2019-01-21 11:20:29	385.40	385.40
2019-01-21 11:20:30	385.40	385.40
2019-01-21 11:20:36	385.30	385.30
2019-01-21 11:20:37	385.30	385.30
2019-01-21 11:20:38	385.30	385.30
2019-01-21 11:20:39	385.30	385.30
2019-01-21 11:20:40	385.30	385.30
2019-01-21 11:20:46	385.30	385.30
2019-01-21 11:20:47	385.30	385.30
2019-01-21 11:20:48	385.30	385.30
2019-01-21 11:20:49	385.30	385.30
2019-01-21 11:20:50	385.30	385.30
2019-01-21 11:20:56	385.30	385.30
2019-01-21 11:20:57	385.30	385.30
2019-01-21 11:20:58	385.30	385.30
2019-01-21 11:20:59	385.30	385.30
2019-01-21 11:21:00	385.20	385.20
2019-01-21 11:21:06	385.20	385.20
2019-01-21 11:21:07	385.20	385.20
2019-01-21 11:21:08	385.20	385.20
2019-01-21 11:21:09	385.20	385.20
2019-01-21 11:21:10	385.20	385.20
2019-01-21 11:21:15	385.24	385.20
2019-01-21 11:21:21	385.20	385.20
2019-01-21 11:21:22	385.20	385.20
2019-01-21 11:21:23	385.20	385.20
2019-01-21 11:21:24	385.10	385.10
2019-01-21 11:21:25	385.10	385.10
2019-01-21 11:21:30	385.10	385.10
2019-01-21 11:21:35	385.10	385.10
2019-01-21 11:21:41	385.10	385.10
2019-01-21 11:21:42	385.10	385.10
2019-01-21 11:21:43	385.10	385.10
2019-01-21 11:21:44	385.10	385.10
2019-01-21 11:21:45	385.10	385.10
2019-01-21 11:21:50	385.00	385.00
2019-01-21 11:21:56	385.00	385.00
2019-01-21 11:21:57	385.00	385.00
2019-01-21 11:21:58	385.00	385.00
2019-01-21 11:21:59	385.00	385.00
2019-01-21 11:22:00	385.00	385.00
2019-01-21 11:22:06	385.00	385.00
2019-01-21 11:22:07	385.00	385.00
2019-01-21 11:22:08	385.00	385.00
2019-01-21 11:22:09	385.00	385.00
2019-01-21 11:22:10	385.00	385.00
2019-01-21 11:22:16	384.90	384.90
2019-01-21 11:22:17	384.90	384.90
2019-01-21 11:22:18	384.90	384.90
2019-01-21 11:22:19	384.90	384.90
2019-01-21 11:22:20	384.90	384.90
2019-01-21 11:22:26	384.90	384.90
2019-01-21 11:22:27	384.90	384.90
2019-01-21 11:22:28	384.90	384.90
2019-01-21 11:22:29	384.90	384.90
2019-01-21 11:22:30	384.90	384.90
2019-01-21 11:22:36	384.90	384.90
2019-01-21 11:22:37	384.90	384.90
2019-01-21 11:22:38	384.90	384.90
2019-01-21 11:22:39	384.80	384.80
2019-01-21 11:22:40	384.80	384.80
2019-01-21 11:22:46	384.80	384.80
2019-01-21 11:22:47	384.80	384.80
2019-01-21 11:22:48	384.80	384.80
2019-01-21 11:22:49	384.80	384.80
2019-01-21 11:22:50	384.80	384.80
2019-01-21 11:22:55	384.80	384.80
2019-01-21 11:23:01	384.80	384.80
2019-01-21 11:23:02	384.80	384.80
2019-01-21 11:23:03	384.80	384.80
2019-01-21 11:23:04	384.80	384.80
2019-01-21 11:23:05	384.80	384.80
2019-01-21 11:23:11	384.70	384.70
2019-01-21 11:23:12	384.70	384.70
2019-01-21 11:23:13	384.70	384.70
2019-01-21 11:23:14	384.70	384.70
2019-01-21 11:23:15	384.70	384.70
2019-01-21 11:23:20	384.70	384.70
2019-01-21 11:23:26	384.70	384.70
2019-01-21 11:23:27	384.70	384.70
2019-01-21 11:23:28	384.70	384.70
2019-01-21 11:23:29	384.70	384.70
2019-01-21 11:23:30	384.70	384.70
2019-01-21 11:23:36	384.60	384.60
2019-01-21 11:23:37	384.60	384.60
2019-01-21 11:23:38	384.60	384.60
2019-01-21 11:23:39	384.60	384.60
2019-01-21 11:23:40	384.60	384.60
2019-01-21 11:23:47	384.60	384.60
2019-01-21 11:23:48	384.60	384.60
2019-01-21 11:23:49	384.60	384.60
2019-01-21 11:23:50	384.60	384.60
2019-01-21 11:23:55	384.60	384.60
2019-01-21 11:24:01	384.50	384.50
2019-01-21 11:24:02	384.50	384.50
2019-01-21 11:24:03	384.50	384.50
2019-01-21 11:24:04	384.50	384.50
2019-01-21 11:24:05	384.50	384.50
2019-01-21 11:24:10	384.50	384.50
2019-01-21 11:24:16	384.50	384.50
2019-01-21 11:24:17	384.50	384.50
2019-01-21 11:24:18	384.50	384.50
2019-01-21 11:24:19	384.50	384.50
2019-01-21 11:24:21	384.50	384.50
2019-01-21 11:24:22	384.50	384.50
2019-01-21 11:24:23	384.40	384.40
2019-01-21 11:24:24	384.40	384.40
2019-01-21 11:24:25	384.40	384.40
2019-01-21 11:24:30	384.40	384.40
2019-01-21 11:24:36	384.40	384.40
2019-01-21 11:24:37	384.40	384.40
2019-01-21 11:24:38	384.40	384.40
2019-01-21 11:24:39	384.40	384.40
2019-01-21 11:24:40	384.40	384.40
2019-01-21 11:24:47	384.40	384.40
2019-01-21 11:24:48	384.40	384.40
2019-01-21 11:24:49	384.40	384.40
2019-01-21 11:24:50	384.40	384.40
2019-01-21 11:24:55	384.30	384.30
2019-01-21 11:25:02	384.30	384.30
2019-01-21 11:25:03	384.30	384.30
2019-01-21 11:25:04	384.30	384.30
2019-01-21 11:25:05	384.30	384.30
2019-01-21 11:25:11	384.30	384.30
2019-01-21 11:25:12	384.30	384.30
2019-01-21 11:25:13	384.30	384.30
2019-01-21 11:25:14	384.20	384.20
2019-01-21 11:25:15	384.20	384.20
2019-01-21 11:25:23	384.20	384.20
2019-01-21 11:25:24	384.20	384.20
2019-01-21 11:25:25	384.20	384.20
2019-01-21 11:25:31	384.20	384.20
2019-01-21 11:25:32	384.20	384.20
2019-01-21 11:25:33	384.20	384.20
2019-01-21 11:25:34	384.20	384.20
2019-01-21 11:25:35	384.20	384.20
2019-01-21 11:25:43	384.10	384.10
2019-01-21 11:25:44	384.10	384.10
2019-01-21 11:25:45	384.10	384.10
2019-01-21 11:25:52	384.10	384.10
2019-01-21 11:25:53	384.10	384.10
2019-01-21 11:25:54	384.10	384.10
2019-01-21 11:25:55	384.10	384.10
2019-01-21 11:26:02	384.10	384.10
2019-01-21 11:26:03	384.10	384.10
2019-01-21 11:26:04	384.10	384.10
2019-01-21 11:26:05	384.00	384.00
2019-01-21 11:26:11	384.00	384.00
2019-01-21 11:26:12	384.00	384.00
2019-01-21 11:26:13	384.00	384.00
2019-01-21 11:26:14	384.00	384.00
2019-01-21 11:26:15	384.00	384.00
2019-01-21 11:26:21	384.00	384.00
2019-01-21 11:26:22	384.00	384.00
2019-01-21 11:26:23	384.00	384.00
2019-01-21 11:26:24	384.00	384.00
2019-01-21 11:26:25	384.00	384.00
2019-01-21 11:26:31	383.90	383.90
2019-01-21 11:26:32	383.90	383.90
2019-01-21 11:26:34	383.90	383.90
2019-01-21 11:26:35	383.90	383.90
2019-01-21 11:26:41	383.90	383.90
2019-01-21 11:26:42	383.90	383.90
2019-01-21 11:26:43	383.90	383.90
2019-01-21 11:26:44	383.90	383.90
2019-01-21 11:26:46	383.90	383.90
2019-01-21 11:26:47	383.90	383.90
2019-01-21 11:26:48	383.90	383.90
2019-01-21 11:26:49	383.90	383.90
2019-01-21 11:26:50	383.90	383.90
2019-01-21 11:26:56	383.90	383.90
2019-01-21 11:26:57	383.80	383.80
2019-01-21 11:26:58	383.80	383.80
2019-01-21 11:26:59	383.80	383.80
2019-01-21 11:27:00	383.80	383.80
2019-01-21 11:27:06	383.80	383.80
2019-01-21 11:27:07	383.80	383.80
2019-01-21 11:27:08	383.80	383.80
2019-01-21 11:27:09	383.80	383.80
2019-01-21 11:27:10	383.80	383.80
2019-01-21 11:27:17	383.80	383.80
2019-01-21 11:27:18	383.80	383.80
2019-01-21 11:27:19	383.80	383.80
2019-01-21 11:27:20	383.70	383.70
2019-01-21 11:27:26	383.70	383.70
2019-01-21 11:27:28	383.70	383.70
2019-01-21 11:27:29	383.70	383.70
2019-01-21 11:27:30	383.70	383.70
2019-01-21 11:27:36	383.70	383.70
2019-01-21 11:27:37	383.70	383.70
2019-01-21 11:27:38	383.70	383.70
2019-01-21 11:27:39	383.70	383.70
2019-01-21 11:27:40	383.70	383.70
2019-01-21 11:27:46	383.70	383.70
2019-01-21 11:27:47	383.60	383.60
2019-01-21 11:27:48	383.60	383.60
2019-01-21 11:27:49	383.60	383.60
2019-01-21 11:27:50	383.60	383.60
2019-01-21 11:27:56	383.60	383.60
2019-01-21 11:27:57	383.60	383.60
2019-01-21 11:27:58	383.60	383.60
2019-01-21 11:28:00	383.60	383.60
2019-01-21 11:28:05	383.60	383.60
2019-01-21 11:28:11	383.50	383.50
2019-01-21 11:28:12	383.50	383.50
2019-01-21 11:28:13	383.50	383.50
2019-01-21 11:28:14	383.50	383.50
2019-01-21 11:28:15	383.50	383.50
2019-01-21 11:28:21	383.50	383.50
2019-01-21 11:28:22	383.50	383.50
2019-01-21 11:28:23	383.50	383.50
2019-01-21 11:28:24	383.50	383.50
2019-01-21 11:28:25	383.50	383.50
2019-01-21 11:28:31	383.50	383.50
2019-01-21 11:28:32	383.50	383.50
2019-01-21 11:28:33	383.50	383.50
2019-01-21 11:28:34	383.50	383.50
2019-01-21 11:28:35	383.40	383.40
2019-01-21 11:28:41	383.40	383.40
2019-01-21 11:28:42	383.40	383.40
2019-01-21 11:28:43	383.40	383.40
2019-01-21 11:28:44	383.40	383.40
2019-01-21 11:28:45	383.40	383.40
2019-01-21 11:28:51	383.40	383.40
2019-01-21 11:28:52	383.40	383.40
2019-01-21 11:28:54	383.40	383.40
2019-01-21 11:28:55	383.40	383.40
2019-01-21 11:29:01	383.40	383.40
2019-01-21 11:29:02	383.30	383.30
2019-01-21 11:29:03	383.30	383.30
2019-01-21 11:29:04	383.30	383.30
2019-01-21 11:29:06	383.30	383.30
2019-01-21 11:29:07	383.30	383.30
2019-01-21 11:29:08	383.30	383.30
2019-01-21 11:29:09	383.30	383.30
2019-01-21 11:29:10	383.30	383.30
2019-01-21 11:29:15	383.30	383.30
2019-01-21 11:29:19	383.30	383.30
